,id,created_at,user_screen_name,user_followers_count,user_location,user_verified,user_friends_count,user_listed_count,user_favourites_count,user_statuses_count,user_geo_enabled,Hashtags,text,,
12,990727733549219841,2018-04-29 23:01:13,iPhone8andx,1906,United States,False,56,5,19,9906,False,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 10,,
13,990727675802079232,2018-04-29 23:00:59,iphone_ziho_bot,1269,,False,1340,15,0,40521,False,[],iphone8,,
14,990722055413911552,2018-04-29 22:38:39,adddddiiee,282,,False,187,0,2479,1871,True,[],Bought myself the iPhone8+ today and switched to Verizon. Look at me being a big girl now. ??,,
15,990721376280510464,2018-04-29 22:35:57,draddo11,2376,GH,False,4458,55,12102,83938,True,"[{'indices': [19, 27], 'text': 'iPhone8'}, {'indices': [69, 74], 'text': 'Call'}]",RT @appledealergh: #iPhone8 Plus 256GB Gold Factory Unlocked instock #Call or Watsapp 0541826946,,
16,990720111286743041,2018-04-29 22:30:55,appledealergh,4005,accra,False,4580,34,6708,14825,False,"[{'indices': [0, 8], 'text': 'iPhone8'}, {'indices': [50, 55], 'text': 'Call'}]",#iPhone8 Plus 256GB Gold Factory Unlocked instock #Call or Watsapp 0541826946,,
17,990719525787226112,2018-04-29 22:28:36,DJChaoss24,22,,False,42,0,113,723,False,"[{'indices': [23, 30], 'text': 'iPhone'}, {'indices': [31, 37], 'text': 'apple'}, {'indices': [38, 47], 'text': 'iphone6s'}, {'indices': [48, 56], 'text': 'iphone8'}]",Spot the difference :D #iPhone #apple #iphone6s #iphone8,,
18,990713045826588672,2018-04-29 22:02:51,egon7320,267,Texas,False,836,16,7088,6329,True,"[{'indices': [74, 81], 'text': 'Cactus'}, {'indices': [82, 95], 'text': 'FlowerReport'}, {'indices': [96, 107], 'text': 'succulents'}]",My cactus bloomed on Friday and I took this picture as soon as I saw it! #Cactus #FlowerReport #succulents…,,
19,990709580966612993,2018-04-29 21:49:05,jlwillmott,3,,False,34,0,65,48,False,[],"@cbcian What song?! Just downloaded Sofi Tukker's ""That's It (I'm Crazy)"".....iphone8 red commercial!! LOL",,
20,990708818953887745,2018-04-29 21:46:03,soulslam55,774,"Lincoln Park, NJ",False,1011,17,856,10205,True,"[{'indices': [46, 54], 'text': 'IPhone8'}]",.@mlb AtBat app crashing crashing crashing my #IPhone8.,,
21,990706948906643457,2018-04-29 21:38:37,AjntB2Sli,1753,"Houston, Texas",False,1750,146,791,78860,True,"[{'indices': [64, 71], 'text': 'iPhone'}, {'indices': [78, 85], 'text': 'iPhone'}]",Can I swap my I8 for the red? RT @sprintnews: .@Sprint to Offer #iPhone 8 and #iPhone 8 Plus (PRODUCT) @RED Special…,,
22,990705014472491009,2018-04-29 21:30:56,iPhone8andx,1906,United States,False,56,5,19,9906,False,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 7,,
23,990701050855337985,2018-04-29 21:15:11,_FaithOverFears,250,Unnaproachable ?,False,753,1,835,10967,True,"[{'indices': [41, 49], 'text': 'iPhone8'}]",RT @moo_yourself: That new gold color on #iPhone8 is STUNNING.,,
24,990700838107697153,2018-04-29 21:14:20,ScreamTeam_Max,87,.............,False,238,0,172,879,False,[],@PrincessTroll00 one of mi irl friends said Lauren of princess Games is being poor and she has an Iphone8 okay... I…,,
25,990700533995450369,2018-04-29 21:13:08,moo_yourself,39561,,False,39523,98,497,4509,False,"[{'indices': [23, 31], 'text': 'iPhone8'}]",That new gold color on #iPhone8 is STUNNING.,,
26,990700350092054528,2018-04-29 21:12:24,npdigital,90,Phoenix,False,294,9,321,4659,True,"[{'indices': [0, 8], 'text': 'iphone8'}]",#iphone8 beautiful day @ Westin Kierland Resort &amp; Spa,,
27,990700264503078914,2018-04-29 21:12:04,drummerduck09,355,"Orlando, FL",False,991,15,2307,10446,True,"[{'indices': [73, 80], 'text': 'iPhone'}, {'indices': [81, 87], 'text': 'Apple'}]",Got a iPhone8+ today. I basically got a tablet. Let’s see how this goes. #iPhone #Apple,,
28,990697047903916033,2018-04-29 20:59:17,W21YH,3042,,False,725,14,831,64483,False,"[{'indices': [83, 89], 'text': 'Lucas'}, {'indices': [90, 94], 'text': '???'}, {'indices': [95, 99], 'text': 'NCT'}]",RT @yukheidetails: yukhei’s iphone8+ be looking like an iphone8 mini in his hands #Lucas #??? #NCT,,
29,990693599443587079,2018-04-29 20:45:34,yiyanli,54,"??, ???????",False,197,3,134,279,True,"[{'indices': [10, 16], 'text': 'Cairo'}, {'indices': [17, 23], 'text': 'Egypt'}, {'indices': [24, 32], 'text': 'iPhone8'}, {'indices': [33, 38], 'text': 'VSCO'}]",Mr. Fouly #Cairo #Egypt #iPhone8 #VSCO,,
30,990691980064604160,2018-04-29 20:39:08,7250Mio,620,?? ?? ?? ???? ?? ?   ????,False,625,4,18141,9255,True,[],@frontrowjp iPhone8 A,,
31,990691545970978816,2018-04-29 20:37:25,insidestat,16639,"Amsterdam, The Netherlands",False,14709,2016,36690,281049,True,"[{'indices': [68, 71], 'text': 'AC'}, {'indices': [75, 82], 'text': 'Energy'}, {'indices': [99, 109], 'text': 'Renewable'}, {'indices': [110, 116], 'text': 'Solar'}, {'indices': [117, 123], 'text': 'Power'}, {'indices': [124, 137], 'text': 'PowerCharger'}]",RT @pinopride: Make Right Climate Changes Now with New Life Style! #AC/DC #Energy Integrated with #Renewable #Solar #Power #PowerCharger #…,,
32,990691454363275264,2018-04-29 20:37:03,pinopride,23213,,False,118,2,251,1085,False,"[{'indices': [53, 56], 'text': 'AC'}, {'indices': [60, 67], 'text': 'Energy'}, {'indices': [84, 94], 'text': 'Renewable'}, {'indices': [95, 101], 'text': 'Solar'}, {'indices': [102, 108], 'text': 'Power'}]",Make Right Climate Changes Now with New Life Style! #AC/DC #Energy Integrated with #Renewable #Solar #Power…,,
33,990691141870866432,2018-04-29 20:35:49,SenoritaNeetah,1131,"Northampton, England",False,462,26,20612,61926,True,[],@A1_Jay iphone8 plus sigh,,
34,990691015093882882,2018-04-29 20:35:18,LifeHacksIRL,5926,,False,6119,22,29,4812,False,"[{'indices': [0, 3], 'text': 'RT'}]","#RT @TechInRL: Product Red iPhone 8, 8 Plus, The Product Red Leather Folio Case for iPhone X &amp; More!…",,
35,990689681611350017,2018-04-29 20:30:00,EzMobiles,4368,Bristol the UK,False,3360,617,13454,127410,True,"[{'indices': [10, 18], 'text': 'iPhone8'}]","Order The #iPhone8 @Mobilescouk Via @EzMobiles With 4GB 4G Data, Unlimited Mins/Text For Only £30 P/M…",,
36,990688405976698882,2018-04-29 20:24:56,Rehsor,6944,"San Antonio, TX",False,2420,237,7473,12542,True,"[{'indices': [19, 26], 'text': 'itunes'}, {'indices': [52, 62], 'text': 'iPhoneXTH'}, {'indices': [63, 75], 'text': 'iPhone7Plus'}, {'indices': [76, 84], 'text': 'iPhone8'}, {'indices': [85, 97], 'text': 'iphonexplus'}, {'indices': [98, 105], 'text': 'iphone'}]",Here’s my album on #itunes that’s if you’re on that #iPhoneXTH #iPhone7Plus #iPhone8 #iphonexplus #iphone…,,
37,990685576100761601,2018-04-29 20:13:42,youn9kita,489,"PIMPRYDERZ EMPIRE, DSM",False,902,4,29546,2778,True,"[{'indices': [31, 41], 'text': 'Kigamboni'}, {'indices': [74, 86], 'text': 'pichazasimu'}, {'indices': [87, 99], 'text': 'daressalaam'}, {'indices': [100, 109], 'text': 'tanzania'}, {'indices': [110, 118], 'text': 'iPhone8'}]",RT @MichaelmasJr: Somewhere in #Kigamboni. Picture taken from my iPhone 8 #pichazasimu #daressalaam #tanzania #iPhone8,,
38,990676668833394688,2018-04-29 19:38:18,techeblog,136529,Los Angeles,False,99,523,21,30274,False,"[{'indices': [17, 25], 'text': 'iPhoneX'}, {'indices': [100, 106], 'text': 'apple'}, {'indices': [107, 115], 'text': 'gadgets'}]",This is what the #iPhoneX would look like with a triple camera lens system. #apple #gadgets…,,
39,990675438325387264,2018-04-29 19:33:25,sp_wallpaper,515,Web,False,30,59,0,33146,False,"[{'indices': [67, 75], 'text': 'iphone8'}, {'indices': [76, 86], 'text': 'wallpaper'}]",SmartPhone Wallpaper info:grain Brown gray #iphone8 #wallpaper,,
40,990674807069949952,2018-04-29 19:30:54,iPhone8andx,1906,United States,False,56,5,19,9906,False,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 1s,,
41,990674283159588864,2018-04-29 19:28:49,aphrahman,2850,India,False,2642,21,7347,2830,False,"[{'indices': [11, 19], 'text': 'iPhone8'}, {'indices': [55, 66], 'text': 'iphone8red'}, {'indices': [67, 79], 'text': 'smartphones'}]",The latest #iPhone8 is here as #iphone8red #smartphones,,
42,990673489144119296,2018-04-29 19:25:40,iPhone_wp_sc_en,4115,,False,512,53,0,30631,False,"[{'indices': [41, 49], 'text': 'iphone8'}, {'indices': [50, 60], 'text': 'wallpaper'}]",grain Brown gray #iphone8 #wallpaper,,
43,990672416417427459,2018-04-29 19:21:24,TechGuyBert,82,"Toronto, ON",False,267,19,4772,6405,False,"[{'indices': [128, 135], 'text': 'iPhone'}]","RT @TechInRL: Product Red iPhone 8, 8 Plus, The Product Red Leather Folio Case for iPhone X &amp; More! #iPhone #iPhone…",,
44,990671122940211205,2018-04-29 19:16:16,tech__giveaways,219,egypt,False,812,5,1829,5405,True,[],RT @tech__giveaways: Just saw this on Amazon: NuAns ROLLDOCK Lightning Mobile Battery Dock 3000... for $49.99 via @…,,
45,990668304183382016,2018-04-29 19:05:04,TechInRL,1353,Canada,False,1450,1,4,1875,False,[],"Product Red iPhone 8, 8 Plus, The Product Red Leather Folio Case for iPhone X &amp; More!",,
46,990667359609282560,2018-04-29 19:01:18,iPhone8andx,1906,United States,False,56,5,19,9906,False,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 3,,
47,990664127478665216,2018-04-29 18:48:28,Hart_Pro_Tweets,30,The UK  Hartley Productions HQ,False,106,7,10,809,False,[],Apple: What is (PRODUCT)RED and introducing the iPhone 8 and iPhone 8 Plus Special Edition:,,
48,990663434722144256,2018-04-29 18:45:43,mosimon_yuki,6,,False,0,0,0,470,False,"[{'indices': [89, 96], 'text': 'iPhone'}, {'indices': [97, 103], 'text': 'phone'}, {'indices': [104, 108], 'text': 'new'}, {'indices': [109, 115], 'text': 'yuuki'}, {'indices': [116, 125], 'text': 'Chikusei'}]",Want a iPhone8? There are chance of having a contract! Ask more information 0296-34-1660 #iPhone #phone #new #yuuki #Chikusei,,
49,990663044362588160,2018-04-29 18:44:10,ramjig,373,Bangalore,False,258,5,320,2275,True,"[{'indices': [63, 81], 'text': 'mobilephotography'}, {'indices': [82, 90], 'text': 'iphone8'}]",These were taken after a quick shower and the hue was perfect. #mobilephotography #iphone8,,
50,990662926355886080,2018-04-29 18:43:41,LinaAlfaraj,1,,False,128,0,23,9,False,"[{'indices': [68, 72], 'text': 'ios'}, {'indices': [73, 81], 'text': 'iPhone8'}, {'indices': [82, 90], 'text': 'iphoneX'}]",@lifeaseva WOW i wanted to by a android but now I want to buy a ios #ios #iPhone8 #iphoneX,,
51,990662549241708544,2018-04-29 18:42:12,ramjig,373,Bangalore,False,258,5,320,2275,True,"[{'indices': [43, 51], 'text': 'iphone8'}, {'indices': [52, 59], 'text': 'natgeo'}]",An unusual camaflaouged spider shot using #iphone8 #natgeo,,
52,990662153483894784,2018-04-29 18:40:37,CashVaughtay,44,"California, USA",False,188,0,0,11,False,"[{'indices': [20, 28], 'text': 'iPhone8'}, {'indices': [32, 36], 'text': 'Lit'}]","Sitting in the car, #iPhone8 is #Lit ??? look at that qual-la-taay",,
53,990662075121897472,2018-04-29 18:40:18,estusal,270,Guatemala,False,234,4,658,1248,True,"[{'indices': [0, 6], 'text': 'Apple'}]",#Apple is passing the responsibility of “sound boost” to the actual music players (anything with a speaker).…,,
54,990661188663955456,2018-04-29 18:36:47,RedSoxLA,1965,Los Angeles to Buckminster,False,748,38,14009,14753,False,"[{'indices': [4, 11], 'text': 'RedSox'}, {'indices': [78, 88], 'text': 'ChrisSale'}, {'indices': [107, 115], 'text': 'iphone6'}]","The #RedSox are currently losing at home to the Rats, but here, have a random #ChrisSale iPhone wallpaper. #iphone6…",,
55,990660609334300672,2018-04-29 18:34:29,Itzmysterious1,6191,,False,3759,25,121,79597,False,"[{'indices': [12, 18], 'text': 'apple'}, {'indices': [19, 26], 'text': 'iPhone'}, {'indices': [27, 35], 'text': 'iPhone8'}, {'indices': [36, 47], 'text': 'iPhone8RED'}]",RT @TGH_23: #apple #iPhone #iPhone8 #iPhone8RED Coming to my store soon. Please RT,,
56,990659679830163457,2018-04-29 18:30:47,iPhone8andx,1906,United States,False,56,5,19,9906,False,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 2,,
57,990655770613055489,2018-04-29 18:15:15,CreateProsLLC,3981,"New York, NY and SoCal",False,4938,236,292,1274,True,"[{'indices': [0, 8], 'text': 'iphoneX'}, {'indices': [9, 17], 'text': 'iPhone8'}, {'indices': [18, 30], 'text': 'iPhone8Plus'}, {'indices': [31, 38], 'text': 'iPhone'}]",#iphoneX #iPhone8 #iPhone8Plus #iPhone 3-Pack 7.5in Apple MFi Certif Lightning/USB Cable Black…,,
58,990655018264080387,2018-04-29 18:12:16,dashtixz,457,"Amsterdam, The Netherlands",False,59,1,193,10285,True,[],iphone8 red? (@ Hawally),,
59,990652071794880512,2018-04-29 18:00:33,CaseSwaggerUS,113,"Pennsylvania, USA",False,28,19,208,279,False,[],A little mint with your marble? Classy marble design shown on an iPhone 7/8. Be sure to signup at…,,
60,990650528433614853,2018-04-29 17:54:26,lucialpage,624,"Honduras | ?San Francisco, CA",False,785,19,14652,22165,True,"[{'indices': [19, 35], 'text': 'natureisperfect'}, {'indices': [36, 51], 'text': 'nofilterneeded'}, {'indices': [52, 60], 'text': 'iphone8'}]",Today’s highlight? #natureisperfect #nofilterneeded #iphone8 @…,,
61,990648099671552000,2018-04-29 17:44:46,Parkwireless_TB,135,"Tampa, FL",False,737,0,844,243,False,"[{'indices': [54, 62], 'text': 'iphone8'}, {'indices': [63, 67], 'text': 'red'}, {'indices': [68, 76], 'text': 'fashion'}, {'indices': [77, 82], 'text': 'love'}, {'indices': [83, 95], 'text': 'boostnation'}, {'indices': [96, 102], 'text': 'boost'}, {'indices': [103, 115], 'text': 'boostmobile'}]",I phone 8 in red ?? don’t miss out on getting this! #iphone8 #red #fashion #love #boostnation #boost #boostmobile…,,
62,990646638250221569,2018-04-29 17:38:58,coupongenie,2183,So Cal,False,113,1635,1,167261,False,"[{'indices': [59, 67], 'text': 'iPhoneX'}, {'indices': [68, 75], 'text': 'iPhone'}, {'indices': [76, 84], 'text': 'iPhone8'}, {'indices': [85, 93], 'text': 'iPhone7'}, {'indices': [94, 103], 'text': 'iPhone6s'}, {'indices': [104, 117], 'text': 'iphone6splus'}, {'indices': [119, 124], 'text': 'ebay'}, {'indices': [125, 132], 'text': 'Amazon'}]",RT @wholesalerebay: Iphone 6 case #iPhoneX #iPhone #iPhone8 #iPhone7 #iPhone6s #iphone6splus #ebay #Amazon #MUNAR…,,
63,990644593082286080,2018-04-29 17:30:50,iPhone8andx,1906,United States,False,56,5,19,9906,False,"[{'indices': [24, 28], 'text': 'Win'}, {'indices': [42, 50], 'text': 'iPhoneX'}, {'indices': [57, 65], 'text': 'iPhone8'}, {'indices': [123, 132], 'text': 'Giveaway'}, {'indices': [133, 139], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 48,,
64,990644433900228608,2018-04-29 17:30:12,SleekAyodeji,228,"Ibadan, Nigeria",False,303,0,598,1168,True,[],@femi_golden on this one. iPhone8.. Order came thru from Lagos to Ibadan.... Sure deal... ?? ?,,
65,990641636395937792,2018-04-29 17:19:06,wholesalerebay,149,Birmingham,False,477,6,443,462,False,"[{'indices': [39, 47], 'text': 'iPhoneX'}, {'indices': [48, 55], 'text': 'iPhone'}, {'indices': [56, 64], 'text': 'iPhone8'}, {'indices': [65, 73], 'text': 'iPhone7'}, {'indices': [74, 83], 'text': 'iPhone6s'}, {'indices': [84, 97], 'text': 'iphone6splus'}, {'indices': [99, 104], 'text': 'ebay'}, {'indices': [105, 112], 'text': 'Amazon'}]",Iphone 6 case #iPhoneX #iPhone #iPhone8 #iPhone7 #iPhone6s #iphone6splus #ebay #Amazon…,,
66,990640738030555136,2018-04-29 17:15:31,Shoeray,827,"Bricket Wood, ",False,244,483,6185,115524,True,"[{'indices': [81, 89], 'text': 'iPhone8'}, {'indices': [90, 98], 'text': 'iPhoneX'}, {'indices': [99, 110], 'text': 'BlingBling'}]",RT @eversobling: Glamour Bling Swarovski Crystal iPhone 8 and iPhone 8 Plus Case #iPhone8 #iPhoneX #BlingBling Click here -&gt;,,
67,990639599457394688,2018-04-29 17:11:00,GentleWayTradin,3338,World Wide,False,3556,49,7100,5006,False,"[{'indices': [80, 90], 'text': 'DailyDeal'}]",For iPhone X 6 6S 7 8 iPhone8 Plus Case Shockproof Ultra Thin Hybrid Hard Cover #DailyDeal,,
68,990637769008410624,2018-04-29 17:03:43,DismayingCrab,215,"California, USA",False,2246,0,269,469,False,"[{'indices': [29, 36], 'text': 'iphone'}, {'indices': [37, 45], 'text': 'iPhone8'}, {'indices': [46, 54], 'text': 'iPhone7'}, {'indices': [55, 73], 'text': 'iPhonephotography'}, {'indices': [74, 84], 'text': 'iPhoneXTH'}, {'indices': [85, 97], 'text': 'iPhone8Plus'}, {'indices': [98, 110], 'text': 'iphone7plus'}, {'indices': [111, 117], 'text': 'apple'}, {'indices': [118, 130], 'text': 'appleiphone'}, {'indices': [131, 139], 'text': 'macbook'}]",RT @Meritc_: Wtf Happened ?? #iphone #iPhone8 #iPhone7 #iPhonephotography #iPhoneXTH #iPhone8Plus #iphone7plus #apple #appleiphone #macbook…,,
69,990637386236215296,2018-04-29 17:02:12,Meritc_,524,"California, USA",False,41,0,5272,164,False,"[{'indices': [16, 23], 'text': 'iphone'}, {'indices': [24, 32], 'text': 'iPhone8'}, {'indices': [33, 41], 'text': 'iPhone7'}, {'indices': [42, 60], 'text': 'iPhonephotography'}, {'indices': [61, 71], 'text': 'iPhoneXTH'}, {'indices': [72, 84], 'text': 'iPhone8Plus'}, {'indices': [85, 97], 'text': 'iphone7plus'}, {'indices': [98, 104], 'text': 'apple'}]",Wtf Happened ?? #iphone #iPhone8 #iPhone7 #iPhonephotography #iPhoneXTH #iPhone8Plus #iphone7plus #apple…,,
70,990637147563556864,2018-04-29 17:01:15,iPhone8andx,1906,United States,False,56,5,19,9906,False,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 47,,
71,990633511961944064,2018-04-29 16:46:48,rorytucker,681,"Whistler, Squamish & Vancouver",False,798,49,391,4099,False,"[{'indices': [23, 32], 'text': 'Squamish'}, {'indices': [39, 47], 'text': 'iPhone8'}, {'indices': [48, 61], 'text': 'shotoniPhone'}, {'indices': [68, 76], 'text': 'Hitcase'}, {'indices': [85, 94], 'text': 'Snapseed'}, {'indices': [95, 100], 'text': 'VSCO'}]",Wonderland . Location: #Squamish Shot: #iPhone8 #shotoniPhone using #Hitcase Edited: #Snapseed #VSCO Context:…,,
72,990629589759283206,2018-04-29 16:31:13,perraletrei1981,0,,False,0,0,60,74,False,"[{'indices': [35, 39], 'text': 'WIN'}, {'indices': [60, 71], 'text': 'AppleWatch'}]",RT @MarcAllera: RT for a chance to #WIN an iPhone 8 and new #AppleWatch with 4G connectivity ?? Closes 12pm Friday ? Ts &amp; Cs apply,,
73,990629471186108416,2018-04-29 16:30:45,iPhone8andx,1906,United States,False,56,5,19,9906,False,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 46,,
74,990626571638620160,2018-04-29 16:19:14,NadineP94364618,0,,False,0,0,60,73,False,"[{'indices': [112, 120], 'text': 'iPhone8'}, {'indices': [121, 129], 'text': 'iPhoneX'}]","RT @punchit2015: 2017s most awaited smartph gonna launch 2day on their 10th Anniversary So, Who is Excited for! #iPhone8 #iPhoneX DL: https…",,
75,990623315050954754,2018-04-29 16:06:17,mayflashfly,14263,Thailand,False,421,192,1361,150938,True,"[{'indices': [58, 67], 'text': 'flashfly'}, {'indices': [68, 76], 'text': 'iPhone8'}, {'indices': [77, 95], 'text': 'applewatchseries3'}, {'indices': [96, 100], 'text': 'LTE'}]",RT @mayflashfly: iPhone 8 RED vs Apple Watch Series 3 LTE #flashfly #iPhone8 #applewatchseries3 #LTE,,
